id,label
0,28
1,13
2,27
3,18
4,17
5,22
6,13
7,28
8,13
9,27
10,18
11,21
12,29
13,13
14,28
15,17
16,13
17,30
18,13
19,13
20,13
21,17
22,13
23,17
24,22
25,21
26,22
27,13
28,21
29,29
30,13
31,22
32,13
33,29
34,17
35,14
36,29
37,13
38,13
39,22
40,17
41,22
42,28
43,13
44,17
45,21
46,28
47,17
48,18
49,18
50,10
51,18
52,26
53,13
54,17
55,11
56,28
57,17
58,22
59,17
60,13
61,17
62,22
63,22
64,18
65,13
66,18
67,13
68,21
69,28
70,13
71,18
72,27
73,13
74,27
75,27
76,11
77,17
78,17
79,13
80,21
81,17
82,18
83,13
84,22
85,13
86,22
87,13
88,17
89,13
90,22
91,13
92,18
93,13
94,21
95,16
96,18
97,18
98,29
99,27
100,22
101,28
102,17
103,28
104,28
105,13
106,17
107,16
108,17
109,17
110,13
111,13
112,17
113,13
114,22
115,28
116,28
117,25
118,11
119,18
120,13
121,20
122,21
123,13
124,16
125,11
126,17
127,28
128,13
129,13
130,21
131,29
132,13
133,27
134,21
135,18
136,18
137,13
138,16
139,14
140,13
141,13
142,13
143,13
144,17
145,30
146,17
147,28
148,13
149,18
150,28
151,22
152,18
153,16
154,13
155,13
156,17
157,21
158,13
159,13
160,17
161,13
162,28
163,13
164,15
165,27
166,23
167,13
168,22
169,22
170,17
171,29
172,21
173,18
174,18
175,13
176,26
177,28
178,18
179,22
180,17
181,11
182,27
183,17
184,13
185,13
186,16
187,17
188,16
189,16
190,18
191,13
192,17
193,19
194,22
195,29
196,17
197,27
198,13
199,17
200,22
201,13
202,13
203,17
204,14
205,13
206,13
207,17
208,17
209,17
210,27
211,18
212,16
213,13
214,27
215,17
216,17
217,11
218,17
219,18
220,13
221,26
222,21
223,21
224,28
225,21
226,13
227,13
228,13
229,29
230,18
231,28
232,18
233,27
234,18
235,17
236,13
237,13
238,13
239,21
240,29
241,13
242,17
243,13
244,17
245,16
246,13
247,13
248,17
249,22
250,22
251,22
252,13
253,13
254,13
255,17
256,17
257,28
258,28
259,18
260,13
261,17
262,13
263,13
264,13
265,21
266,21
267,22
268,29
269,13
270,17
271,13
272,17
273,13
274,21
275,22
276,22
277,13
278,13
279,28
280,13
281,17
282,23
283,17
284,16
285,13
286,13
287,20
288,29
289,13
290,17
291,13
292,17
293,13
294,21
295,22
296,17
297,13
298,13
299,13
300,17
301,17
302,18
303,17
304,17
305,29
306,17
307,11
308,13
309,13
310,18
311,29
312,17
313,17
314,17
315,13
316,13
317,21
318,15
319,14
320,17
321,16
322,26
323,21
324,28
325,11
326,21
327,13
328,11
329,17
330,13
331,13
332,22
333,27
334,28
335,15
336,28
337,13
338,17
339,17
340,13
341,13
342,29
343,21
344,17
345,27
346,27
347,28
348,29
349,21
350,17
351,17
352,29
353,13
354,11
355,29
356,13
357,17
358,17
359,11
360,29
361,13
362,13
363,22
364,14
365,13
366,22
367,13
368,13
369,13
370,17
371,22
372,26
373,17
374,28
375,22
376,28
377,18
378,29
379,13
380,11
381,18
382,13
383,17
384,17
385,29
386,13
387,17
388,13
389,17
390,17
391,10
392,13
393,17
394,13
395,23
396,29
397,25
398,29
399,17
400,29
401,13
402,17
403,14
404,22
405,17
406,11
407,13
408,29
409,17
410,13
411,13
412,18
413,26
414,17
415,13
416,16
417,26
418,13
419,13
420,28
421,17
422,17
423,21
424,17
425,13
426,17
427,22
428,17
429,13
430,17
431,13
432,17
433,22
434,28
435,22
436,13
437,26
438,22
439,19
440,26
441,27
442,23
443,14
444,11
445,18
446,27
447,14
448,16
449,13
450,15
451,28
452,17
453,28
454,28
455,17
456,26
457,13
458,15
459,13
460,28
461,17
462,22
463,21
464,16
465,26
466,13
467,29
468,22
469,13
470,17
471,13
472,22
473,18
474,29
475,11
476,17
477,18
478,17
479,30
480,17
481,13
482,13
483,18
484,18
485,22
486,21
487,21
488,17
489,13
490,29
491,13
492,18
493,13
494,27
495,29
496,11
497,18
498,21
499,13
500,22
501,13
502,17
503,17
504,17
505,22
506,26
507,17
508,17
509,18
510,27
511,13
512,18
513,14
514,13
515,28
516,17
517,18
518,18
519,14
520,13
521,17
522,27
523,17
524,17
525,22
526,17
527,16
528,17
529,17
530,17
531,13
532,13
533,26
534,28
535,13
536,17
537,16
538,13
539,25
540,17
541,15
542,18
543,22
544,13
545,17
546,17
547,17
548,13
549,17
550,11
551,17
552,29
553,13
554,18
555,13
556,13
557,15
558,13
559,23
560,22
561,13
562,13
563,28
564,27
565,18
566,13
567,29
568,21
569,27
570,18
571,13
572,13
573,17
574,28
575,17
576,23
577,22
578,13
579,12
580,13
581,22
582,17
583,27
584,18
585,28
586,28
587,17
588,14
589,28
590,13
591,13
592,15
593,28
594,29
595,21
596,27
597,13
598,21
599,17
600,17
601,21
602,13
603,13
604,22
605,21
606,28
607,17
608,23
609,27
610,17
611,28
