id,label
0,25
1,29
2,24
3,15
4,18
5,25
6,29
7,24
8,29
9,29
10,29
11,20
12,29
13,29
14,24
15,15
16,29
17,25
18,29
19,15
20,11
21,29
22,29
23,20
24,24
25,20
26,25
27,15
28,24
29,25
30,29
31,24
32,29
33,29
34,20
35,29
36,29
37,15
38,29
39,24
40,20
41,24
42,29
43,29
44,20
45,29
46,24
47,29
48,20
49,24
50,20
51,15
52,24
53,15
54,29
55,29
56,25
57,20
58,20
59,24
60,29
61,29
62,20
63,29
64,29
65,14
66,18
67,29
68,24
69,29
70,20
71,24
72,24
73,29
74,24
75,24
76,20
77,25
78,11
79,29
80,20
81,24
82,20
83,29
84,24
85,29
86,25
87,15
88,24
89,11
90,24
91,15
92,20
93,29
94,24
95,29
96,15
97,20
98,29
99,24
100,20
101,29
102,19
103,29
104,25
105,15
106,23
107,20
108,20
109,15
110,24
111,29
112,20
113,29
114,24
115,25
116,29
117,24
118,14
119,20
120,20
121,20
122,24
123,19
124,29
125,24
126,20
127,29
128,29
129,29
130,20
131,29
132,15
133,29
134,20
135,15
136,20
137,29
138,29
139,18
140,20
141,29
142,20
143,15
144,15
145,29
146,20
147,24
148,29
149,29
150,24
151,25
152,24
153,24
154,29
155,29
156,20
157,24
158,29
159,11
160,20
161,24
162,24
163,29
164,20
165,25
166,24
167,15
168,24
169,20
170,20
171,24
172,19
173,20
174,15
175,15
176,24
177,29
178,25
179,29
180,24
181,15
182,20
183,29
184,15
185,29
186,20
187,25
188,29
189,13
190,20
191,29
192,19
193,24
194,24
195,29
196,20
197,29
198,20
199,24
200,29
201,29
202,15
203,20
204,15
205,29
206,29
207,20
208,25
209,20
210,25
211,15
212,29
213,15
214,20
215,20
216,29
217,29
218,25
219,19
220,15
221,24
222,25
223,24
224,25
225,20
226,29
227,20
228,24
229,29
230,20
231,24
232,24
233,24
234,24
235,25
236,15
237,29
238,29
239,29
240,29
241,29
242,20
243,29
244,29
245,20
246,29
247,29
248,11
249,25
250,24
251,29
252,29
253,18
254,29
255,20
256,20
257,25
258,24
259,20
260,29
261,20
262,29
263,15
264,29
265,25
266,24
267,20
268,24
269,29
270,20
271,29
272,24
273,15
274,29
275,29
276,24
277,24
278,15
279,25
280,15
281,25
282,25
283,20
284,29
285,11
286,15
287,20
288,14
289,15
290,24
291,29
292,15
293,20
294,24
295,24
296,25
297,29
298,15
299,15
300,24
301,20
302,20
303,29
304,20
305,29
306,24
307,15
308,29
309,15
310,20
311,29
312,20
313,29
314,24
315,15
316,29
317,20
318,29
319,15
320,25
321,18
322,20
323,24
324,24
325,20
326,24
327,15
328,29
329,20
330,29
331,15
332,20
333,29
334,29
335,20
336,24
337,29
338,20
339,24
340,15
341,29
342,25
343,29
344,24
345,24
346,24
347,25
348,29
349,24
350,29
351,24
352,29
353,29
